Clave Municipio,"Clave 
Estado",Region,Estado,Municipio,Poblacion,Poblacion Adulta,Poblacion Adulta Mujeres,Poblacion Adulta Hombres,Tipo de poblacion,PA Sucursales banca comercial,PA Sucursales banca de desarrollo,PA Sucursales Socap,PA Sucursales Sofipo,"PA Total
Sucursales",PA Corresponsales,PA Cajeros,PA Terminales punto de venta,PA Establecimientos con TPV,PA Contratos que utilizan banca movil,ID Sucursales banca comercial,ID Sucursales banca de desarrollo,ID Sucursales Socap,ID Sucursales Sofipo,"ID Total
Sucursales",ID Corresponsales,ID Cajeros,ID Terminales punto de venta,ID Establecimientos con TPV,ID Contratos que utilizan banca movil,Cable coaxial,DSL,Fibra optica,Creditos bienestar,Crédictos household
32041,32,Occidente y Bajío,Zacatecas,"Salvador, El",2596.617584,1960.606483,996.9523462,963.6541368,Rural,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,596.7541218,0,0,0,12,0
21192,21,Centro Sur y Oriente,Puebla,Tuzamapan de Galeana,6459.406643,4752.673208,2525.776481,2226.896727,En Transición,0,0,1,0,1,1,1,0,0,284,0,0,2.104079023,0,2.104079023,2.104079023,2.104079023,0,0,597.5584425,0,0,0,10,0
24003,24,Noreste,San Luis Potosí,Aquismón,51037.24067,36197.87916,18329.55527,17868.32389,Urbano,0,1,3,0,4,3,2,33,31,2167,0,0.276259279,0.828777837,0,1.105037116,0.828777837,0.552518558,9.11655621,8.564037652,598.6538578,0,0,0,44,0
20496,20,Sur,Oaxaca,Santiago Xiacuí,2573.194901,1883.537447,1024.494603,859.0428438,Rural,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,599.9349796,0,0,0,0,0
21159,21,Centro Sur y Oriente,Puebla,Teopantlán,3996.279381,3098.244346,1741.538623,1356.705723,Rural,0,0,0,0,0,1,0,0,0,186,0,0,0,0,0,3.22763439,0,0,0,600.3399965,0,0,0,0,66
20304,20,Sur,Oaxaca,San Pedro Coxcaltepec Cántaros,789.1713063,597.5896929,322.7218503,274.8678426,Rural,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,602.4200288,0,0,0,0,1
24046,24,Noreste,San Luis Potosí,Villa de Arriaga,18091.79086,12867.27234,6583.763154,6283.509189,Semi-urbano,0,0,0,0,0,7,1,25,11,782,0,0,0,0,0,5.440158422,0.777165489,19.42913722,8.548820377,607.7434122,0,353,1,38,0
7036,7,Sur,Chiapas,"Grandeza, La",8016.461154,5577.374834,2816.907722,2760.467112,En Transición,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,607.8128333,0,0,0,27,0
32001,32,Occidente y Bajío,Zacatecas,Apozol,6629.700282,4922.167538,2581.503404,2340.664134,En Transición,0,0,0,0,0,0,2,14,11,300,0,0,0,0,0,0,4.063250559,28.44275391,22.34787807,609.4875838,0,490,0,15,0
20341,20,Sur,Oaxaca,San Pedro Yucunama,231.7252501,163.7109967,94.05076615,69.6602306,Rural,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,610.8325158,0,0,0,0,0
32021,32,Occidente y Bajío,Zacatecas,Jiménez del Teul,4501.975434,3255.336052,1685.786849,1569.549203,Rural,0,0,0,0,0,0,1,0,0,199,0,0,0,0,0,0,3.071879475,0,0,611.3040155,0,0,0,1,18
7030,7,Sur,Chiapas,Chicomuselo,36512.20835,25726.15052,13115.51701,12610.63351,Semi-urbano,0,0,0,0,0,1,2,16,14,1573,0,0,0,0,0,0.388709535,0.777419069,6.219352556,5.441933486,611.4400981,0,100,0,120,0
20561,20,Sur,Oaxaca,Yaxe,2910.801652,2090.146799,1130.387951,959.7588482,Rural,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,612.3971773,0,0,0,11,0
20428,20,Sur,Oaxaca,Santa María Quiegolani,1962.529313,1384.750085,706.881309,677.8687761,Rural,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,613.8291733,0,0,0,0,86
20480,20,Sur,Oaxaca,Santiago Nundiche,1029.590193,763.9511755,403.4711166,360.480059,Rural,0,0,0,0,0,0,0,1,1,47,0,0,0,0,0,0,0,13.08984176,13.08984176,615.2225627,0,0,0,9,13
8046,8,Noroeste,Chihuahua,Morelos,10028.92638,7151.626419,3559.638991,3591.987428,En Transición,0,0,0,0,0,1,0,4,4,440,0,0,0,0,0,1.398283329,0,5.593133317,5.593133317,615.2446649,0,2907,8,1,1
21068,21,Centro Sur y Oriente,Puebla,Hermenegildo Galeana,8234.699263,5963.552846,3100.588179,2862.964667,En Transición,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,615.4049599,0,0,0,2,0
24017,24,Noreste,San Luis Potosí,Guadalcázar,27247.09851,19991.01178,10036.63076,9954.381024,Semi-urbano,0,0,0,0,0,6,1,43,11,1231,0,0,0,0,0,3.001348839,0.500224806,21.50966668,5.502472871,615.7767367,0,0,0,3,0
20061,20,Sur,Oaxaca,Monjas,2945.939674,2077.787973,1154.345564,923.4424085,Rural,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,620.8525686,0,0,0,6,0
20280,20,Sur,Oaxaca,Villa Talea de Castro,2474.703827,1867.66832,983.3160902,884.3522302,Rural,0,0,1,0,1,1,0,1,1,116,0,0,5.354269755,0,5.354269755,5.354269755,0,5.354269755,5.354269755,621.0952916,0,0,0,8,3
20113,20,Sur,Oaxaca,San Baltazar Loxicha,3019.511654,2141.2021,1128.041567,1013.160533,Rural,0,0,0,0,0,2,0,0,0,133,0,0,0,0,0,9.340547537,0,0,0,621.1464112,0,0,0,0,1
20302,20,Sur,Oaxaca,San Pedro Atoyac,4815.313872,3289.298142,1786.802718,1502.495424,Rural,0,0,0,0,0,1,0,0,0,205,0,0,0,0,0,3.040162238,0,0,0,623.2332587,0,0,0,2,0
30008,30,Centro Sur y Oriente,Veracruz,Alpatláhuac,10477.42762,7500.990224,3863.695164,3637.29506,En Transición,0,0,0,0,0,0,0,1,1,468,0,0,0,0,0,0,0,1.333157317,1.333157317,623.9176243,0,0,0,14,0
20543,20,Sur,Oaxaca,Tataltepec de Valdés,5941.674488,4215.129612,2230.468805,1984.660807,En Transición,0,0,0,0,0,1,0,0,0,263,0,0,0,0,0,2.372406289,0,0,0,623.942854,0,0,0,8,10
12069,12,Sur,Guerrero,Xalpatláhuac,12201.15144,8403.684755,4685.665104,3718.01965,En Transición,0,0,0,0,0,1,0,3,3,525,0,0,0,0,0,1.189954204,0,3.569862611,3.569862611,624.7259569,0,0,0,0,1
16031,16,Occidente y Bajío,Michoacán,Epitacio Huerta,16703.44365,12079.6835,6502.105706,5577.57779,Semi-urbano,0,0,2,0,2,1,1,4,3,755,0,0,1.655672519,0,1.655672519,0.827836259,0.827836259,3.311345038,2.483508778,625.0163759,0,0,0,9,1
20208,20,Sur,Oaxaca,San Juan Mixtepec - Distr. 08 -,7800.419012,5891.504168,3148.804845,2742.699323,En Transición,0,0,0,0,0,0,0,3,3,369,0,0,0,0,0,0,0,5.09207821,5.09207821,626.3256198,0,0,0,18,1
20295,20,Sur,Oaxaca,San Pablo Huixtepec,9758.69868,7152.278105,3857.308617,3294.969488,En Transición,0,0,1,0,1,3,1,4,4,448,0,0,1.398155924,0,1.398155924,4.194467771,1.398155924,5.592623695,5.592623695,626.3738538,0,277,160,44,1
14069,14,Occidente y Bajío,Jalisco,Quitupan,9259.344802,6930.737971,3728.796256,3201.941715,En Transición,0,0,0,0,0,0,1,2,2,435,0,0,0,0,0,0,1.442847795,2.88569559,2.88569559,627.6387909,0,291,0,0,13
10006,10,Noroeste,Durango,General Simón Bolívar,11982.21163,8745.207178,4419.735427,4325.471751,En Transición,0,0,0,0,0,1,1,0,0,549,0,0,0,0,0,1.143483487,1.143483487,0,0,627.7724344,0,0,0,0,0
14080,14,Occidente y Bajío,Jalisco,San Sebastián del Oeste,5990.452481,4619.275592,2197.451679,2421.823914,En Transición,0,0,4,0,4,2,1,8,6,290,0,0,8.659366431,0,8.659366431,4.329683215,2.164841608,17.31873286,12.98904965,627.8040662,0,0,0,0,46
20383,20,Sur,Oaxaca,Santa Cruz Tayata,678.3847758,476.8078441,259.2578575,217.5499865,Rural,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,629.1842799,0,0,0,0,0
8020,8,Noroeste,Chihuahua,Chínipas,9941.873748,7182.87858,3444.123639,3738.75494,En Transición,0,0,0,0,0,2,0,8,8,452,0,0,0,0,0,2.784399009,0,11.13759604,11.13759604,629.2741761,0,0,0,181,5
13025,13,Centro Sur y Oriente,Hidalgo,Huautla,22611.55154,17216.29158,9070.452849,8145.838728,Semi-urbano,0,0,0,0,0,5,3,5,3,1084,0,0,0,0,0,2.904225906,1.742535543,2.904225906,1.742535543,629.6361764,0,310,0,19,1
7058,7,Sur,Chiapas,Nicolás Ruíz,4808.794609,3364.190154,1648.167994,1716.022159,Rural,0,0,0,0,0,0,0,3,3,212,0,0,0,0,0,0,0,8.917450748,8.917450748,630.1665195,0,0,0,32,0
20346,20,Sur,Oaxaca,San Sebastián Nicananduta,1483.863961,1060.731082,624.5090517,436.2220306,Rural,0,0,1,0,1,0,0,0,0,67,0,0,9.427460143,0,9.427460143,0,0,0,0,631.6398296,0,0,0,8,0
20064,20,Sur,Oaxaca,Nejapa de Madero,7535.283958,5524.757517,2884.466144,2640.291373,En Transición,0,0,2,0,2,3,2,7,4,349,0,0,3.620068381,0,3.620068381,5.430102571,3.620068381,12.67023933,7.240136762,631.7019325,0,225,0,33,30
20464,20,Sur,Oaxaca,Santiago Ihuitlán Plumas,495.8514583,363.6712981,209.3463093,154.3249888,Rural,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,632.4392417,0,0,0,0,0
21095,21,Centro Sur y Oriente,Puebla,"Magdalena Tlatlauquitepec, La",547.270943,395.0589259,201.9859832,193.0729427,Rural,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,25.31267956,0,0,0,632.8169891,0,0,0,2,0
21088,21,Centro Sur y Oriente,Puebla,Jonotla,4783.618894,3521.209051,1857.668879,1663.540173,Rural,0,0,0,0,0,1,0,1,1,223,0,0,0,0,0,2.839933629,0,2.839933629,2.839933629,633.3051993,0,0,0,5,0
7047,7,Sur,Chiapas,Jitotol,22514.10851,15041.09427,7595.323013,7445.771261,Semi-urbano,0,0,0,0,0,2,1,22,22,953,0,0,0,0,0,1.329690489,0.664845244,14.62659538,14.62659538,633.597518,0,0,0,51,0
13073,13,Centro Sur y Oriente,Hidalgo,Tlanchinol,39625.73613,28338.91824,14611.82182,13727.09642,Semi-urbano,0,1,1,0,2,7,3,12,12,1796,0,0.35287162,0.35287162,0,0.705743241,2.470101343,1.058614861,4.234459445,4.234459445,633.7574302,0,166,0,0,0
20517,20,Sur,Oaxaca,Santo Domingo Tepuxtepec,6464.048513,4478.705306,2470.007495,2008.697811,En Transición,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,634.111826,0,0,1,38,0
20176,20,Sur,Oaxaca,San Juan Bautista Coixtlahuaca,2675.68733,1982.701457,1081.952905,900.7485523,Rural,0,0,1,0,1,1,0,3,3,126,0,0,5.04362367,0,5.04362367,5.04362367,0,15.13087101,15.13087101,635.4965824,0,0,0,0,12
32002,32,Occidente y Bajío,Zacatecas,Apulco,5313.871363,3789.105535,2077.518795,1711.58674,En Transición,0,0,1,0,1,0,0,3,3,241,0,0,2.639145283,0,2.639145283,0,0,7.917435849,7.917435849,636.0340132,0,0,0,12,0
15123,15,Centro Sur y Oriente,México,Luvianos,30516.69201,22065.19496,11169.24533,10895.94963,Semi-urbano,0,0,0,0,0,1,0,11,11,1404,0,0,0,0,0,0.453202431,0,4.985226743,4.985226743,636.2962133,0,813,0,47,0
30110,30,Centro Sur y Oriente,Veracruz,Mixtla de Altamirano,11159.26294,7830.557853,4011.367666,3819.190187,En Transición,0,0,1,0,1,0,0,1,1,499,0,0,1.277048224,0,1.277048224,0,0,1.277048224,1.277048224,637.2470638,0,0,0,2,0
20031,20,Sur,Oaxaca,Tamazulapam del Espíritu Santo,7987.78129,5788.472861,3153.751678,2634.721183,En Transición,0,0,0,0,0,2,0,3,3,369,0,0,0,0,0,3.455142743,0,5.182714115,5.182714115,637.4738361,0,0,0,22,0
7006,7,Sur,Chiapas,Amatenango de la Frontera,34933.39859,24375.28621,12616.69682,11758.58939,Semi-urbano,0,0,0,0,0,2,1,1,1,1555,0,0,0,0,0,0.820503186,0.410251593,0.410251593,0.410251593,637.9412273,0,0,0,49,0
21006,21,Centro Sur y Oriente,Puebla,Ahuacatlán,16368.64516,11601.29997,6203.622009,5397.677966,Semi-urbano,0,0,0,0,0,1,0,4,4,742,0,0,0,0,0,0.861972367,0,3.447889468,3.447889468,639.5834964,0,0,0,2,0
7117,7,Sur,Chiapas,Montecristo de Guerrero,7811.253685,5339.423935,2722.798641,2616.625293,En Transición,0,0,0,0,0,0,0,8,8,342,0,0,0,0,0,0,0,14.98288972,14.98288972,640.5185356,0,0,0,55,2
20549,20,Sur,Oaxaca,Tezoatlán de Segura Y Luna,11624.40395,8382.142078,4754.440207,3627.701871,En Transición,0,0,2,0,2,1,1,2,1,537,0,0,2.386024934,0,2.386024934,1.193012467,1.193012467,2.386024934,1.193012467,640.6476948,0,0,0,4,0
20423,20,Sur,Oaxaca,Santa María Nduayaco,476.8795957,389.8755364,188.3237279,201.5518085,Rural,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,641.2302815,0,0,0,0,1
10014,10,Noroeste,Durango,Mezquital,37716.34822,25696.85021,13180.38784,12516.46237,Semi-urbano,0,0,0,0,0,18,1,9,8,1652,0,0,0,0,0,7.004749551,0.389152753,3.502374776,3.113222023,642.8803477,0,161,0,2,0
20136,20,Sur,Oaxaca,San Felipe Usila,11875.19988,8464.395611,4565.418415,3898.977196,En Transición,0,0,0,0,0,1,0,4,4,545,0,0,0,0,0,1.18141926,0,4.72567704,4.72567704,643.8734968,0,73,0,19,0
20104,20,Sur,Oaxaca,San Antonino El Alto,2626.800904,1878.686115,983.2740383,895.4120766,Rural,0,0,0,0,0,0,0,3,1,121,0,0,0,0,0,0,0,15.96860687,5.322868957,644.0671437,0,0,0,1,0
20481,20,Sur,Oaxaca,Santiago Nuyoó,1852.911135,1395.164897,766.676455,628.4884424,Rural,0,0,0,0,0,2,0,0,0,90,0,0,0,0,0,14.33522305,0,0,0,645.0850374,0,0,0,13,0
20105,20,Sur,Oaxaca,San Antonino Monte Verde,7040.991402,4907.728479,2731.093721,2176.634758,En Transición,0,0,0,0,0,1,0,0,0,317,0,0,0,0,0,2.037602537,0,0,0,645.9200042,0,0,0,4,0
20407,20,Sur,Oaxaca,Santa María Chimalapa,8749.038892,6252.389022,3140.716903,3111.67212,En Transición,0,0,0,0,0,0,0,2,2,404,0,0,0,0,0,0,0,3.198777288,3.198777288,646.1530122,0,0,0,2,0
20260,20,Sur,Oaxaca,San Miguel Aloápam,2553.660307,1809.179792,996.3835817,812.7962102,Rural,0,0,0,0,0,0,0,2,2,117,0,0,0,0,0,0,0,11.05473325,11.05473325,646.7018951,0,0,0,0,1
31010,31,Sur,Yucatán,Cantamayec,2723.708409,1955.511659,961.1897277,994.3219315,Rural,0,0,0,0,0,1,1,0,0,127,0,0,0,0,0,5.113751152,5.113751152,0,0,649.4463963,0,0,0,3,0
16021,16,Occidente y Bajío,Michoacán,Charapan,13526.58668,9734.834396,5350.730955,4384.103441,En Transición,0,0,0,0,0,1,1,2,2,634,0,0,0,0,0,1.027238841,1.027238841,2.054477682,2.054477682,651.2694251,0,0,0,143,0
20420,20,Sur,Oaxaca,Santa María Lachixío,1959.12507,1334.509912,741.3349355,593.1749765,Rural,0,0,0,0,0,0,0,1,1,87,0,0,0,0,0,0,0,7.49338758,7.49338758,651.9247195,0,0,0,2,0
20329,20,Sur,Oaxaca,San Pedro Teozacoalco,1344.573422,981.1025026,531.753919,449.3485835,Rural,0,0,0,0,0,0,0,5,5,64,0,0,0,0,0,0,0,50.96307457,50.96307457,652.3273545,0,0,0,0,1
7099,7,Sur,Chiapas,"Trinitaria, La",88481.1679,62721.70623,32434.08138,30287.62486,Urbano,0,0,0,1,1,12,2,24,25,4094,0,0,0,0.159434438,0.159434438,1.913213259,0.318868877,3.826426518,3.985860957,652.7245902,0,0,0,176,0
20492,20,Sur,Oaxaca,Santiago Tilantongo,3086.668759,2220.336129,1238.996178,981.3399509,Rural,0,0,0,0,0,0,0,1,1,145,0,0,0,0,0,0,0,4.503822583,4.503822583,653.0542745,0,0,0,1,0
28006,28,Noreste,Tamaulipas,Bustamante,8144.685187,6097.979273,2933.55175,3164.427523,En Transición,0,0,0,0,0,0,1,0,0,399,0,0,0,0,0,0,1.639887502,0,0,654.3151134,0,455,0,1,2
20267,20,Sur,Oaxaca,San Miguel del Río,300.8975208,228.6400974,113.9503818,114.6897156,Rural,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,656.0529046,0,0,0,1,0
20111,20,Sur,Oaxaca,San Antonio Tepetlapa,4918.528098,3424.945727,1810.896132,1614.049594,Rural,0,0,0,0,0,2,0,0,0,225,0,0,0,0,0,5.839508593,0,0,0,656.9447167,0,0,0,0,1
12024,12,Sur,Guerrero,Cualác,7259.846202,5094.226308,2717.870658,2376.35565,En Transición,0,0,1,0,1,3,0,2,2,336,0,0,1.963006627,0,1.963006627,5.88901988,0,3.926013253,3.926013253,659.5702265,0,0,0,0,0
20357,20,Sur,Oaxaca,Santa Ana Tavela,830.5910539,650.7651314,352.6708946,298.0942367,Rural,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,660.7606635,0,0,0,0,0
10019,10,Noroeste,Durango,Otáez,6056.835827,4296.13679,2074.193589,2221.943201,En Transición,0,0,0,0,0,0,0,1,1,284,0,0,0,0,0,0,0,2.327672625,2.327672625,661.0590256,0,0,0,0,0
20214,20,Sur,Oaxaca,San Juan Quiotepec,2239.297216,1677.911106,850.3304817,827.5806243,Rural,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,661.5368335,0,0,0,1,0
12041,12,Sur,Guerrero,Malinaltepec,31492.02,21475.05025,11775.63704,9699.413214,Semi-urbano,0,0,1,0,1,1,0,1,1,1422,0,0,0.465656652,0,0.465656652,0.465656652,0,0.465656652,0.465656652,662.163759,0,0,0,28,1
7083,7,Sur,Chiapas,Socoltenango,19768.29968,14018.20579,7137.723174,6880.482612,Semi-urbano,0,0,0,0,0,4,0,3,4,929,0,0,0,0,0,2.853432216,0,2.140074162,2.853432216,662.7096321,0,0,0,83,0
21202,21,Centro Sur y Oriente,Puebla,Xochitlán de Vicente Suárez,13361.51643,9592.392654,5106.72141,4485.671243,En Transición,0,0,0,0,0,1,0,0,0,637,0,0,0,0,0,1.042492771,0,0,0,664.0678953,0,0,0,20,0
21081,21,Centro Sur y Oriente,Puebla,Ixcamilpa de Guerrero,3902.737394,2874.506056,1512.821905,1361.684151,Rural,0,0,0,0,0,2,0,3,3,191,0,0,0,0,0,6.957717121,0,10.43657568,10.43657568,664.4619851,0,0,0,9,0
20190,20,Sur,Oaxaca,San Juan Cotzocón,23108.03237,16659.71699,8735.540163,7924.176822,Semi-urbano,0,0,1,0,1,7,3,26,15,1107,0,0,0.600250293,0,0.600250293,4.20175205,1.800750879,15.60650762,9.003754393,664.4770742,0,0,0,25,0
20494,20,Sur,Oaxaca,Santiago Tlazoyaltepec,5421.347758,3814.6418,2066.150666,1748.491134,En Transición,0,0,0,0,0,1,0,0,0,254,0,0,0,0,0,2.621478117,0,0,0,665.8554416,0,0,0,0,0
20240,20,Sur,Oaxaca,San Martín Itunyoso,2453.035608,1682.010681,1005.503942,676.5067396,Rural,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,665.8697311,0,0,0,4,1
16042,16,Occidente y Bajío,Michoacán,Ixtlán,14113.12396,10552.51735,5431.396577,5121.120778,En Transición,0,0,1,0,1,0,2,4,4,703,0,0,0.94764118,0,0.94764118,0,1.89528236,3.790564721,3.790564721,666.1917497,0,0,0,1,1
20133,20,Sur,Oaxaca,San Esteban Atatlahuca,4152.176347,2999.05004,1559.073322,1439.976718,Rural,0,0,0,0,0,1,0,1,1,200,0,0,0,0,0,3.334389179,0,3.334389179,3.334389179,666.8778357,0,0,0,15,0
16056,16,Occidente y Bajío,Michoacán,Nahuatzen,29287.28868,20909.27121,11130.77493,9778.496271,Semi-urbano,0,0,0,0,0,1,0,11,8,1396,0,0,0,0,0,0.478256746,0,5.260824202,3.826053965,667.6464169,0,545,0,44,0
7018,7,Sur,Chiapas,Coapilla,9634.258447,6692.59461,3458.702117,3233.892493,En Transición,0,0,0,1,1,0,0,1,1,447,0,0,0,1.494188813,1.494188813,0,0,1.494188813,1.494188813,667.9023996,0,0,0,62,0
20269,20,Sur,Oaxaca,San Miguel El Grande,5051.54708,3696.663511,2015.48514,1681.178371,En Transición,0,0,0,0,0,1,1,5,5,247,0,0,0,0,0,2.705142075,2.705142075,13.52571038,13.52571038,668.1700925,0,0,1,6,14
21049,21,Centro Sur y Oriente,Puebla,Chiconcuautla,17999.18245,12372.14169,6513.789506,5858.352183,Semi-urbano,0,0,0,0,0,0,1,0,0,827,0,0,0,0,0,0,0.808267497,0,0,668.4372203,0,0,0,0,1
20172,20,Sur,Oaxaca,San Juan Achiutla,413.7083109,343.5259326,172.415218,171.1107145,Rural,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,669.5273288,0,0,0,0,1
20256,20,Sur,Oaxaca,San Mateo Tlapiltepec,234.6224165,179.0554756,102.9471208,76.10835481,Rural,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,670.1833584,0,0,0,1,0
20430,20,Sur,Oaxaca,Santa María Tataltepec,209.2824217,163.4995844,84.98833898,78.51124538,Rural,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,61.16223499,61.16223499,672.7845849,0,0,0,0,0
20093,20,Sur,Oaxaca,San Andrés Lagunas,488.2448114,356.4606607,195.2665456,161.1941152,Rural,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,673.2860774,0,0,0,1,0
12016,12,Sur,Guerrero,Coahuayutla de José María Izazaga,12932.36994,9303.147162,4618.339774,4684.807388,En Transición,0,0,0,0,0,1,0,0,0,627,0,0,0,0,0,1.074905065,0,0,0,673.9654755,0,0,0,11,0
20446,20,Sur,Oaxaca,Santa María Yucuhiti,6722.37089,4911.563336,2687.923203,2223.640133,En Transición,0,0,0,0,0,0,0,1,2,332,0,0,0,0,0,0,0,2.036011615,4.07202323,675.9558561,0,0,0,15,0
12006,12,Sur,Guerrero,Apaxtla,12560.0875,8918.848698,4770.074596,4148.774101,En Transición,0,0,0,0,0,5,1,7,6,603,0,0,0,0,0,5.606104745,1.121220949,7.848546642,6.727325693,676.0962322,0,479,0,22,0
8065,8,Noroeste,Chihuahua,Urique,22824.78934,16294.50139,8252.978366,8041.523026,Semi-urbano,0,0,0,0,0,2,0,38,33,1103,0,0,0,0,0,1.227407916,0,23.32075041,20.25223062,676.9154658,0,0,0,0,0
20225,20,Sur,Oaxaca,San Lorenzo,6331.729197,4458.766428,2410.298559,2048.467869,En Transición,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,677.3173812,0,0,0,0,0
7059,7,Sur,Chiapas,Ocosingo,234536.9969,158852.4978,81170.00258,77682.4952,Urbano,4,1,1,4,10,32,14,189,156,10794,0.251805924,0.062951481,0.062951481,0.251805924,0.62951481,2.014447393,0.881320734,11.89782991,9.82043104,679.4982862,0,2349,156,321,0
20353,20,Sur,Oaxaca,Santa Ana,2232.814095,1587.760075,827.8168788,759.9431962,Rural,0,0,0,0,0,1,0,0,0,108,0,0,0,0,0,6.298180788,0,0,0,680.2035251,1707,1246,116,4,0
16067,16,Occidente y Bajío,Michoacán,Penjamillo,17765.5415,13305.8265,7229.301094,6076.525407,Semi-urbano,1,1,1,0,3,4,7,13,10,906,0.751550458,0.751550458,0.751550458,0,2.254651374,3.006201832,5.260853206,9.770155954,7.51550458,680.9047149,0,252,0,19,0
20095,20,Sur,Oaxaca,San Andrés Paxtlán,4124.619382,2933.940807,1524.895619,1409.045188,Rural,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,681.6770111,0,0,0,17,1
16092,16,Occidente y Bajío,Michoacán,Tiquicheo de Nicolás Romero,14753.54621,10708.6427,5417.824637,5290.818064,En Transición,0,0,0,0,0,4,1,6,7,731,0,0,0,0,0,3.735300646,0.933825162,5.602950969,6.536776131,682.6261931,0,0,0,2,0
20156,20,Sur,Oaxaca,San Ildefonso Villa Alta,3800.35022,2819.604262,1470.098324,1349.505938,Rural,0,0,0,0,0,2,2,1,1,193,0,0,0,0,0,7.093193987,7.093193987,3.546596994,3.546596994,684.4932198,0,0,0,6,0
8054,8,Noroeste,Chihuahua,Riva Palacio,8843.314185,6421.030764,3189.438538,3231.592226,En Transición,0,0,0,0,0,0,1,64,52,440,0,0,0,0,0,0,1.557382353,99.67247059,80.98388235,685.2482353,0,0,0,0,0
20122,20,Sur,Oaxaca,San Bartolo Yautepec,661.4083166,510.6358014,266.3864297,244.2493717,Rural,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,685.4200177,0,0,0,0,1
20317,20,Sur,Oaxaca,San Pedro Mártir Yucuxaco,1397.694186,1060.495374,562.1236573,498.3717166,Rural,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,688.3575524,0,0,0,6,1
30098,30,Centro Sur y Oriente,Veracruz,Magdalena,3247.855207,2292.563525,1179.059032,1113.504493,Rural,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,689.1848285,4000,4823,150,8,33
7053,7,Sur,Chiapas,Mazapa de Madero,8822.620388,6150.901092,3182.858495,2968.042597,En Transición,0,0,0,0,0,0,0,2,2,424,0,0,0,0,0,0,0,3.251556106,3.251556106,689.3298944,0,0,0,1,0
30149,30,Centro Sur y Oriente,Veracruz,Soteapan,37676.08961,26520.5583,13774.06919,12746.48911,Semi-urbano,0,0,1,0,1,6,3,4,3,1830,0,0,0.377065969,0,0.377065969,2.262395811,1.131197906,1.508263874,1.131197906,690.0307224,0,0,2,20,0
20202,20,Sur,Oaxaca,San Juan Lachao,5136.585206,3488.829973,1935.071074,1553.758899,En Transición,0,0,1,0,1,1,0,0,0,241,0,0,2.866290441,0,2.866290441,2.866290441,0,0,0,690.7759962,0,0,0,19,17
8043,8,Noroeste,Chihuahua,Matachí,3273.922261,2516.941536,1269.950905,1246.990631,Rural,0,0,0,0,0,1,2,5,3,174,0,0,0,0,0,3.973075995,7.946151991,19.86537998,11.91922799,691.3152232,0,0,0,0,0
30050,30,Centro Sur y Oriente,Veracruz,Coxquihui,16298.20644,12007.87922,6309.309596,5698.569621,Semi-urbano,0,0,1,0,1,1,1,7,7,831,0,0,0.832786525,0,0.832786525,0.832786525,0.832786525,5.829505672,5.829505672,692.0456019,0,0,1,35,0
20330,20,Sur,Oaxaca,San Pedro Teutila,4445.938282,3146.382927,1651.565556,1494.81737,Rural,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,692.8590864,0,0,0,7,0
20478,20,Sur,Oaxaca,Santiago Nacaltepec,1789.616696,1384.068279,746.2034295,637.8648493,Rural,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,693.6073998,0,0,0,0,0
